Call Number,Author,Title,Barcode,Year,Date Acquired,Status,Circs
F KAN,"Kantner, Seth, 1965-",Ordinary wolves,3043700015316,2015,12/5/2019,Available,0
F KAN,"Kantor, Melissa,",The Amanda project. Book one,3043700002779,2011,8/9/2019,Available,0
F KAN,"Kantor, Melissa,",Better than perfect,3043700008106,2015,8/9/2019,Available,1
F KAN,"Kantor, Melissa.",Maybe one day,3043700012926,2014,12/5/2019,Available,0
F KAP,"Kaplan, A. E.",Grendel's guide to love and war,3043700013264,2017,12/5/2019,Available,0
F KAP,"Kaplan, A. E.",We regret to inform you,3043700012258,2018,8/9/2019,Available,1
F KAP,"Kaplan, Maxine.",The accidental bad girl,,2018,9/26/2019,Follett eBook,0
F KAP,"Kaplan, Maxine.",The accidental bad girl,3043700002654,2018,8/9/2019,Available,0
F KAP,"Kaptanoglu, Marjory.",Last girl standing,,2020,8/28/2020,Follett eBook,0
F KAR,"Karim, Sheba.",That thing we call a heart,3043700011843,2017,8/9/2019,Available,0
F KAR,"Karre, Andrew (Andrew Wade), 1978-",High heat,3043700009768,2012,8/9/2019,Available,0
F KAR,"Karre, Elizabeth,",Blind curve : Acura Integra,3043700008168,2013,8/9/2019,Available,0
F KAR,"Karre, Elizabeth.",Certain signals,3043700013997,2014,12/5/2019,Available,0
F KAR,"Karre, Elizabeth.",The fight,3043700008958,2013,8/9/2019,Available,0
F KAR,"Karre, Elizabeth.",No regrets,3043700012988,2014,12/5/2019,Available,0
F KAS,"Kass, Pnina.",Real time : a novel,3043700014601,2004,12/5/2019,Available,0
F KAT,"Katcher, Brian.",Deacon Locke went to prom,3043700008680,2017,8/9/2019,Available,0
F KAT,"Katcher, Brian.",Everyone dies in the end : a romantic comedy,3043700008819,2014,8/9/2019,Available,0
F KAT,"Katcher, Brian,",The improbable theory of Ana and Zak,3043700012816,2015,12/5/2019,Available,0
F KAT,"Katcher, Brian.",Playing with matches,3043700013026,2008,12/5/2019,Available,0
F KAT,"Kate, Lauren.",Fallen,3043700008886,2009,8/9/2019,Available,0
F KAT,"Kate, Lauren.",Fallen in love : a Fallen novel in stories,3043700008889,2012,8/9/2019,Available,0
F KAT,"Kate, Lauren.",Passion,3043700010819,2011,8/9/2019,Available,0
F KAT,"Kate, Lauren.",Rapture,3043700011003,2012,8/9/2019,Available,0
F KAT,"Kate, Lauren.",Teardrop,3043700014088,2014,12/5/2019,Available,0
F KAT,"Kate, Lauren.",Torment,3043700011953,2010,8/9/2019,Available,0
F KAT,"Kate, Lauren.",Unforgiven,3043700012069,2015,8/9/2019,Available,0
F KAT,"Kate, Lauren.",Waterfall,3043700013509,2014,12/5/2019,Available,0
F KAT,"Katsoulis, Gregory Scott.",All rights reserved,3043700002729,2017,8/9/2019,Available,0
F KAT,"Katz, Gwen C.",Among the red stars,3043700002797,2017,8/9/2019,Available,0
F KAU,"Kaufman, Amie,",Aurora rising,3043700017427,2020,12/14/2020,Available,1
F KAU,"Kaufman, Amie.",Gemina,,2016,9/3/2019,Follett eBook,0
F KAU,"Kaufman, Amie.",Gemina,3043700013672,2016,12/5/2019,Available,5
F KAU,"Kaufman, Amie.",Illuminae,,,9/3/2019,Follett eBook,0
F KAU,"Kaufman, Amie,",Illuminae,3043700009913,2016,8/9/2019,Available,0
F KAU,"Kaufman, Amie.",Illuminae,3043700013715,2015,12/5/2019,Available,9
F KAU,"Kaufman, Amie.",Obsidio,,2018,9/3/2019,Follett eBook,0
F KAU,"Kaufman, Amie.",Obsidio,3043700013849,2018,12/5/2019,Available,4
F KAU,"Kaufman, Amie,",Their fractured light,3043700015180,2016,12/5/2019,Available,0
F KAU,"Kaufman, Amie,",These broken stars,3043700015599,2014,12/5/2019,Available,0
F KAU,"Kaufman, Amie.",This shattered world : a Starbound novel,3043700013467,2014,12/5/2019,Available,0
F KAU,"Kaufman, Amie.",Unearthed,,2018,9/26/2019,Follett eBook,0
F KAU,"Kaufman, Amie.",Unearthed,3043700013490,2018,12/5/2019,Available,0
F KAU,"Kaufman, Sashi.",The other way around,3043700015592,2014,12/5/2019,Available,0
F KAU,"Kaufman, Sashi.",Wired man and other freaks of nature,,2016,9/26/2019,Follett eBook,0
F KAU,"Kaufman, Sashi.",Wired man and other freaks of nature,3043700012415,2016,8/9/2019,Available,0
F KAU,"Kaurin, Marianne, 1974-",Almost autumn,3043700002762,2017,8/9/2019,Available,0
F KAV,"Kavanagh, Tasha.",Things we have in common,3043700011864,2017,8/9/2019,Available,0
F KEA,"Kearney, Meg.",The secret of me,3043700011313,2005,8/9/2019,Available,0
F KEA,"Kearney, Meg,",When you never said good-bye : an adoptee's search for her birth mother : a novel in poems and journals,3043700014124,2017,12/5/2019,Available,0
F KEA,"Keating, Lucy.",Dreamology,3043700009119,2016,8/9/2019,Available,0
F KEA,"Keating, Lucy.",Literally,3043700010283,2017,8/9/2019,Available,0
F KEA,"Keaton, Kelly.",A beautiful evil,3043700008053,2013,8/9/2019,Available,0
F KEA,"Keaton, Kelly.",Darkness becomes her,3043700008660,2011,8/9/2019,Available,0
F KEA,"Keaton, Kelly.",The wicked within,3043700012377,2013,8/9/2019,Available,0
F KEE,"Keenan, Elizabeth.",Rebel girls,,2020,9/3/2020,Follett eBook,0
F KEE,"Keenan, Elizabeth,",Rebel girls,3043700016295,2019,5/20/2020,Available,0
F KEE,"Keene, Christopher.",War of kings and monsters,,2020,8/28/2020,Follett eBook,0
F KEI,"Keil, Melissa,",The incredible adventures of cinnamon girl,3043700012826,2016,12/5/2019,Available,0
F KEI,"Keil, Melissa.",Life in outer space,,2013,9/26/2019,Follett eBook,0
F KEI,"Keil, Melissa.",Life in outer space,3043700010239,2013,8/9/2019,Available,0
F KEI,"Keil, Melissa.",The secret science of magic,,2018,9/26/2019,Follett eBook,0
F KEI,"Keil, Melissa.",The secret science of magic,3043700011317,2018,8/9/2019,Available,0
F KEI,"Keil, Michelle Ruiz.",All of us with wings,,2019,8/28/2020,Follett eBook,0
F KEI,"Keil, Michelle Ruiz,",All of us with wings,3043700016176,2019,5/20/2020,Available,0
F KEI,"Keillor, Garrison.",Pontoon : a Lake Wobegon novel,3043700010874,2008,8/9/2019,Available,1
F KEL,"Keller, Julia,",The dark Intercept,3043700008636,2017,8/9/2019,Available,0
F KEL,"Keller, Julia,",Dark mind rising,3043700008638,2018,8/9/2019,Available,0
F KEL,"Kelly, J. M., 1968-",Speed of life,,2016,9/26/2019,Follett eBook,0
F KEL,"Kelly, J. M., 1968-",Speed of life,3043700011638,2016,8/9/2019,Available,0
F KEL,"Kelly, Lee,",City of savages,3043700008446,2015,8/9/2019,Available,0
F KEL,"Kelly, Nikki,",Gabriel,3043700009448,2015,8/9/2019,Available,0
F KEL,"Kelly, Nikki,",Jonah,3043700010021,2017,8/9/2019,Available,0
F KEL,"Kelly, Nikki,",Lailah,3043700010118,2015,8/9/2019,Available,0
F KEM,"Kemmerer, Brigid.",Call it what you want,,2019,8/28/2020,Follett eBook,0
F KEM,"Kemmerer, Brigid.",A curse so dark and lonely,3043700008588,2019,8/9/2019,Available,0
F KEM,"Kemmerer, Brigid.",A heart so fierce and broken,3043700016243,2020,5/20/2020,Available,0
F KEM,"Kemmerer, Brigid.",Letters to the lost,3043700010215,2017,8/9/2019,Available,1
F KEM,"Kemmerer, Brigid.",More than we can tell,3043700013375,2018,12/5/2019,Available,1
F KEN,"Keneally, Thomas,",Schindler's list,3043700011271,2000,8/9/2019,Available,1
F KEN,"Kenneally, Miranda.","Breathe, Annie, breathe",,2014,9/26/2019,Follett eBook,0
F KEN,"Kenneally, Miranda.","Breathe, Annie, breathe",3043700008267,2014,8/9/2019,Available,0
F KEN,"Kenneally, Miranda.",Catching Jordan,3043700008375,2011,8/9/2019,Available,0
F KEN,"Kenneally, Miranda.",Coming up for air,,2017,9/3/2019,Follett eBook,0
F KEN,"Kenneally, Miranda,",Coming up for air,3043700008487,2017,8/9/2019,Available,1
F KEN,"Kenneally, Miranda,",Defending Taylor,3043700008727,2016,8/9/2019,Available,0
F KEN,"Kenneally, Miranda.",Four days of you and me,,2020,8/28/2020,Follett eBook,0
F KEN,"Kenneally, Miranda.",Jesse's girl,,2015,9/26/2019,Follett eBook,0
F KEN,"Kenneally, Miranda,",Jesse's girl,3043700010020,2015,8/9/2019,Available,0
F KEN,"Kenneally, Miranda.",Racing Savannah,3043700010989,2013,8/9/2019,Available,0
F KEN,"Kenneally, Miranda.",Stealing Parker,3043700011694,2012,8/9/2019,Available,1
F KEN,"Kenneally, Miranda.",Things I can't forget,3043700011861,2013,8/9/2019,Available,0
F KEN,"Kennedy, Claire,",After hours,3043700002675,2015,8/9/2019,Available,0
F KEN,"Kennedy, Katie, 1963-",Learning to swear in America,3043700013329,2016,12/5/2019,Available,0
F KEN,"Kennedy, Katie, 1963-",What goes up,3043700012292,2017,8/9/2019,Available,0
F KEN,"Kensie, Clara,",Aftermath,3043700002690,2016,8/9/2019,Available,0
F KEN,"Kent, Trilby, 1982-",Medina Hill,3043700012931,2009,12/5/2019,Available,0
F KEN,"Kenwood, Nina.",It sounded better in my head,,2020,2/12/2021,Follett eBook,0
F KEN,"Kenyon, Sherrilyn, 1965-",Illusion,3043700013292,2014,12/5/2019,Available,1
F KEN,"Kenyon, Sherrilyn, 1965-",Infamous,3043700013303,2012,12/5/2019,Available,1
F KEN,"Kenyon, Sherrilyn, 1965-",Inferno,3043700013304,2013,12/5/2019,Available,1
F KEN,"Kenyon, Sherrilyn, 1965-",Infinity,3043700014346,2011,12/5/2019,Available,0
F KEN,"Kenyon, Sherrilyn, 1965-",Instinct,3043700013308,2015,12/5/2019,Available,1
F KEN,"Kenyon, Sherrilyn, 1965-",Invincible,3043700013313,2011,12/5/2019,Available,0
F KEN,"Kenyon, Sherrilyn, 1965-",Invision,3043700013314,2016,12/5/2019,Available,1
F KEP,"Kephart, Beth.",Cloud hopper,3043700017235,2020,12/14/2020,Available,0
F KEP,"Kephart, Beth,",Dr. Radway's sarsaparilla resolvent,3043700015244,2012,12/5/2019,Available,0
F KEP,"Kephart, Beth.",Going over,,2014,9/26/2019,Follett eBook,0
F KEP,"Kephart, Beth,",Going over,3043700009589,2014,8/9/2019,Available,0
F KEP,"Kephart, Beth,",The great upending,3043700016794,2020,12/14/2020,Available,0
F KEP,"Kephart, Beth.",The heart is not a size,3043700013689,2010,12/5/2019,Available,0
F KEP,"Kephart, Beth.",One thing stolen,,2015,9/26/2019,Follett eBook,0
F KEP,"Kephart, Beth.",One thing stolen,3043700010726,2015,8/9/2019,Available,0
F KEP,"Kephart, Beth.",This is the story of you,,2016,9/26/2019,Follett eBook,0
F KEP,"Kephart, Beth.",This is the story of you,3043700011886,2016,8/9/2019,Available,0
F KEP,"Kephart, Beth,",Wild blues,3043700014140,2018,12/5/2019,Available,0
F KEP,"Keplinger, Kody,",The Duff : designated ugly fat friend : a novel,3043700009126,2011,8/9/2019,Available,2
F KEP,"Keplinger, Kody,",Lying out loud,3043700010366,2015,8/9/2019,Available,0
F KEP,"Keplinger, Kody,",A midsummer's nightmare,3043700010453,2013,8/9/2019,Available,0
F KEP,"Keplinger, Kody.",Run,3043700011195,2016,8/9/2019,Available,0
F KEP,"Keplinger, Kody.",That's not what happened,3043700011844,2018,8/9/2019,Available,0
F KER,"Kern, Peggy.",Little Peach,3043700010293,2015,8/9/2019,Available,0
F KER,"Kern, Peggy.",No way out,3043700015110,2009,12/5/2019,Available,0
F KER,"Kern, Peggy.",The test,3043700015177,2011,12/5/2019,Available,0
F KER,"Kerouac, Jack, 1922-1969.",On the road,3043700010705,2003,8/9/2019,Available,0
F KER,"Kerr, M. E.,",Gentlehands,3043700009491,2014,8/9/2019,Available,0
F KES,"Kesey, Ken.",One flew over the cuckoo's nest,3043700010719,2012,8/9/2019,Available,1
F KES,"Kessler, Jackie Morse.",Breath,3043700012636,2013,12/5/2019,Available,0
F KES,"Kessler, Jackie Morse.",Hunger,,2010,9/26/2019,Follett eBook,0
F KES,"Kessler, Jackie Morse.",Hunger,3043700012796,2010,12/5/2019,Available,0
F KES,"Kessler, Jackie Morse.",Loss,3043700012895,2012,12/5/2019,Available,0
F KES,"Kessler, Liz.",Haunt me,3043700013268,2017,12/5/2019,Available,0
F KES,"Kessler, Liz.",Read me like a book,3043700011016,2016,8/9/2019,Available,0
F KES,"Kester, Eric.",Gut check,3043700016237,2019,5/20/2020,Available,0
F KEY,"Keyes, Daniel.",Flowers for Algernon,,2004,9/26/2019,Follett eBook,0
F KEY,"Keyes, Daniel.",Flowers for Algernon,3043700009310,1995,8/9/2019,Available,0
F KEY,"Keyes, J. Gregory, 1963-","Edge of victory. I, Conquest",3043700012715,2001,12/5/2019,Available,0
F KEY,"Keyes, J. Gregory, 1963-",Edge of victory II : rebirth,3043700012716,2001,12/5/2019,Available,0
F KEY,"Keyes, J. Gregory, 1963-",The final prophecy,3043700012738,2003,12/5/2019,Available,0
F KEY,"Keyser, Amber.","Pointe, claw",,2017,9/26/2019,Follett eBook,0
F KEY,"Keyser, Amber.","Pointe, claw",3043700010863,2017,8/9/2019,Available,0
F KEY,"Keyser, Amber.",The way back from broken,,2015,9/26/2019,Follett eBook,0
F KHA,"Khadivi, Laleh.",A good country : a novel,3043700009614,2017,8/9/2019,Available,0
F KHA,"Khair, Tabish,",Just another Jihadi Jane,3043700010030,2017,8/9/2019,Available,0
F KHA,"Khalil, Danah.",My demon's name is Ed,,2016,9/26/2019,Follett eBook,0
F KHA,"Khan, Sabina, 1968-",The love & lies of Rukhsana Ali,3043700013787,2019,12/5/2019,Checked Out,2
F KHA,"Khanani, Intisar,",Thorn,3043700017186,2020,12/14/2020,Available,0
F KHO,"Khorana, Aditi.",The library of fates,3043700010224,2017,8/9/2019,Available,1
F KHO,"Khorana, Aditi.",Mirror in the sky,3043700010475,2016,8/9/2019,Available,0
F KHO,"Khorram, Adib.",Darius the Great deserves better,,2020,8/28/2020,Follett eBook,0
F KHO,"Khorram, Adib.",Darius the Great deserves better,3043700017051,2020,12/14/2020,Available,0
F KHO,"Khorram, Adib.",Darius the Great is not okay,,2018,9/3/2019,Follett eBook,0
F KHO,"Khorram, Adib.",Darius the Great is not okay,3043700008622,2018,8/9/2019,Available,1
F KHO,"Khoury, Jessica, 1990-",The forbidden wish,3043700009332,2016,8/9/2019,Available,0
F KHO,"Khoury, Jessica, 1990-",Last of her name,3043700010153,2019,8/9/2019,Available,0
F KHO,"Khoury, Jessica, 1990-",Origin,3043700014573,2012,12/5/2019,Available,0
F KHO,"Khoury, Jessica, 1990-",Vitro,3043700012169,2014,8/9/2019,Available,0
F KID,"Kidd, Chip.",The cheese monkeys : a novel in two semesters,3043700012653,2008,12/5/2019,Available,0
F KID,"Kidd, Ronald.",Monkey town : the summer of the Scopes trial,3043700010490,2011,8/9/2019,Available,0
F KID,"Kidd, Sue Monk,",The invention of wings,3043700009975,2015,8/9/2019,Available,0
F KID,"Kidd, Sue Monk.",The secret life of bees,3043700013891,2013,12/5/2019,Available,0
F KIE,"Kiely, Brendan, 1977-",The gospel of winter,3043700009635,2014,8/9/2019,Available,0
F KIE,"Kiely, Brendan, 1977-",The last true love story,3043700010173,2016,8/9/2019,Available,0
F KIE,"Kiely, Brendan, 1977-",Tradition,,2018,9/3/2019,Follett eBook,0
F KIE,"Kiely, Brendan, 1977-",Tradition,3043700013961,2018,12/5/2019,Available,0
F KIE,"Kiem, Elizabeth, 1970-","Dancer, daughter, traitor, spy",3043700014319,2013,12/5/2019,Available,0
F KIE,"Kiem, Elizabeth, 1970-","Orphan, agent, prima, pawn",,2017,9/26/2019,Follett eBook,0
F KIE,"Kiernan, Celine.",Into the grey,3043700012835,2014,12/5/2019,Available,0
F KIL,"Kilbourne, Christina, 1967-",Detached,,2016,9/26/2019,Follett eBook,0
F KIL,"Killeen, Matt.","Orphan, monster, spy",,2018,9/3/2019,Follett eBook,0
F KIL,"Killeen, Matt.","Orphan, monster, spy",3043700010748,2018,8/9/2019,Available,3
F KIM,"Kim, Eugenia (Eugenia SunHee),",The kinship of secrets,3043700010092,2018,8/9/2019,Available,0
F KIM,"Kim, Sagwa,",Mina,3043700010460,2018,8/9/2019,Available,0
F KIM,"Kim, Susan,",Guardians,3043700009673,2016,8/9/2019,Available,0
F KIM,"Kim, Susan, 1958-",Wanderers,3043700012205,2014,8/9/2019,Available,0
F KIM,"Kim, Susan, 1958-",Wasteland,3043700012228,2013,8/9/2019,Available,0
F KIN,"Kincaid, S. J.",Catalyst,3043700008370,2014,8/9/2019,Available,1
F KIN,"Kincaid, S. J.",The Diabolic,3043700008760,2016,8/9/2019,Available,3
F KIN,"Kincaid, S. J.",The empress,3043700009188,2017,8/9/2019,Available,1
F KIN,"Kincaid, S. J.",Insignia,3043700009963,2012,8/9/2019,Available,1
F KIN,"Kincaid, S. J.",Vortex : an insignia novel,3043700012179,2013,8/9/2019,Available,1
F KIN,"Kindl, Patrice.",Don't you trust me?,3043700008816,2016,8/9/2019,Available,0
F KIN,"Kindl, Patrice,",Goose chase,3043700009629,2010,8/9/2019,Available,0
F KIN,"Kindl, Patrice.","Keeping the castle : a tale of romance, riches, and real estate",3043700010056,2012,8/9/2019,Available,0
F KIN,"Kinew, Wab, 1981-",Walking in two worlds,3043700071333,2021,3/22/2022,Available,1
F KIN,"King, A. S. (Amy Sarig), 1970-",Ask the passengers,3043700013181,2013,12/5/2019,Available,0
F KIN,"King, A. S. (Amy Sarig), 1970-",Dig,,2019,9/3/2019,Follett eBook,0
F KIN,"King, A. S. (Amy Sarig), 1970-",Dig,3043700008771,2019,8/9/2019,Available,0
F KIN,"King, A. S. (Amy Sarig), 1970-",The dust of 100 dogs,3043700012712,2017,12/5/2019,Available,1
F KIN,"King, A. S. (Amy Sarig), 1970-",Everybody sees the ants : a novel,3043700009269,2012,8/9/2019,Available,0
F KIN,"King, A. S. (Amy Sarig), 1970-",Glory O'Brien's history of the future,,,9/3/2019,Follett eBook,0
F KIN,"King, A. S. (Amy Sarig), 1970-",Glory O'Brien's history of the future,3043700015068,2015,12/5/2019,Available,0
F KIN,"King, A. S. (Amy Sarig), 1970-",I crawl through it,3043700009880,2015,8/9/2019,Available,0
F KIN,"King, A. S. (Amy Sarig), 1970-",Please ignore Vera Dietz,3043700014059,2012,12/5/2019,Available,0
F KIN,"King, A. S. (Amy Sarig), 1970-",Reality Boy,3043700015135,2014,12/5/2019,Available,0
F KIN,"King, A. S. (Amy Sarig), 1970-",Still life with tornado,,2016,9/3/2019,Follett eBook,0
F KIN,"King, A. S. (Amy Sarig), 1970-",Still life with tornado,3043700011703,2016,8/9/2019,Available,1
F KIN,"King, Laurie R.,","The beekeeper's apprentice, or, On the segregation of the queen",3043700013980,2014,12/5/2019,Available,0
F KIN,"King, Stephen, 1947-",11/22/63,3043700002611,2011,8/9/2019,Available,3
F KIN,"King, Stephen, 1947-",Black house,3043700008149,2012,8/9/2019,Available,1
F KIN,"King, Stephen, 1947-",Carrie,3043700014449,2011,12/5/2019,Available,4
F KIN,"King, Stephen, 1947-",Cell : a novel,3043700014639,2016,12/5/2019,Available,2
F KIN,"King, Stephen, 1947-",Christine : a novel,3043700015027,2016,12/5/2019,Available,2
F KIN,"King, Stephen, 1947-",Cujo : a novel,3043700014650,2018,12/5/2019,Available,1
F KIN,"King, Stephen, 1947-",The dead zone,3043700012692,2016,12/5/2019,Available,2
F KIN,"King, Stephen, 1947-",Doctor Sleep : a novel,3043700008798,2013,8/9/2019,Checked Out,3
F KIN,"King, Stephen, 1947-",Elevation,3043700009165,2018,8/9/2019,Available,2
F KIN,"King, Stephen, 1947-",Elevation,3043700017069,2018,12/14/2020,Available,0
F KIN,"King, Stephen, 1947-",Everything's eventual : 14 dark tales,3043700008831,2007,8/9/2019,Available,2
F KIN,"King, Stephen, 1947-",Firestarter,3043700009006,2016,8/9/2019,Available,2
F KIN,"King, Stephen, 1947-",The girl who loved Tom Gordon : a novel,3043700015065,2018,12/5/2019,Available,0
F KIN,"King, Stephen, 1947-",The gunslinger,3043700009675,2017,8/9/2019,Available,2
F KIN,"King, Stephen, 1947-",Gwendy's button box,3043700009677,2017,8/9/2019,Checked Out,3
F KIN,"King, Stephen, 1947-",It : a novel,3043700012560,2017,8/9/2019,Checked Out,5
F KIN,"King, Stephen, 1947-",It : a novel,3043700017381,2019,12/14/2020,Lost,4
F KIN,"King, Stephen, 1947-",Misery : a novel,3043700014708,2016,12/5/2019,Checked Out,7
F KIN,"King, Stephen, 1947-",The outsider,3043700010788,2018,8/9/2019,Available,5
F KIN,"King, Stephen, 1947-",The outsider,3043700017463,2019,12/14/2020,Available,3
F KIN,"King, Stephen, 1947-",Pet sematary : a novel,3043700013865,2018,12/5/2019,Checked Out,3
F KIN,"King, Stephen, 1947-",Roadwork : a novel,3043700011142,2017,8/9/2019,Available,1
F KIN,"King, Stephen, 1947-",'Salem's Lot,3043700011225,1975,8/9/2019,Available,3
F KIN,"King, Stephen, 1947-",The shining,3043700011434,1977,8/9/2019,Checked Out,5
F KIN,"King, Stephen, 1947-",The stand,3043700013909,1990,12/5/2019,Available,0
F KIN,"King, Stephen, 1947-",Thinner,3043700015347,2016,12/5/2019,Available,1
F KIN,"King, Stephen, 1947-",Under the dome,3043700012053,2009,8/9/2019,Available,2
F KIN,"King, Wesley.",The Vindico,3043700012160,2013,8/9/2019,Available,0
F KIN,"Kingsolver, Barbara,",Animal dreams : a novel,3043700012585,2013,12/5/2019,Available,0
F KIN,"Kingsolver, Barbara,",The bean trees : a novel,3043700015213,2013,12/5/2019,Available,2
F KIN,"Kingsolver, Barbara,",Flight behavior : a novel,3043700009301,2013,8/9/2019,Available,0
